"","cell_id","class_label"
"1039--lung: bronchial smooth muscle cell-18m","1039_FACS 18m",3
"1042--lung: respiratory basal cell-18m","1042_FACS 18m",29
"1043--brain_non-myeloid: oligodendrocyte precursor cell-18m","1043_FACS 18m",4
"1047--heart: valve cell-18m","1047_FACS 18m",26
"1052--heart: endothelial cell of coronary artery-24m","1052_FACS 24m",28
"1060--tongue: basal cell of epidermis-24m","1060_FACS 24m",29
"1065--lung: bronchial smooth muscle cell-24m","1065_FACS 24m",12
"1071--skin: bulge keratinocyte-24m","1071_FACS 24m",7
"1076--tongue: keratinocyte-24m","1076_FACS 24m",2
"1081--trachea: basal epithelial cell of tracheobronchial tree-24m","1081_FACS 24m",20
"1086--skin: basal cell of epidermis-24m","1086_FACS 24m",29
"1087--brain_non-myeloid: neuron-24m","1087_FACS 24m",20
"1090--limb_muscle: endothelial cell-24m","1090_FACS 24m",28
"1101--heart: valve cell-24m","1101_FACS 24m",26
"1105--kidney: fenestrated cell-24m","1105_FACS 24m",12
"1106--lung: bronchial smooth muscle cell-24m","1106_FACS 24m",12
"1109--brain_non-myeloid: endothelial cell-24m","1109_FACS 24m",28
"1110--skin: epidermal cell-24m","1110_FACS 24m",30
"1117--tongue: keratinocyte-24m","1117_FACS 24m",2
"1128--heart: endothelial cell-3m","1128_FACS 3m",28
"1140--skin: keratinocyte stem cell-3m","1140_FACS 3m",7
"1142--fat: mesenchymal stem cell of adipose-3m","1142_FACS 3m",6
"1144--tongue: basal cell of epidermis-3m","1144_FACS 3m",29
"1147--brain_non-myeloid: endothelial cell-3m","1147_FACS 3m",28
"1150--bladder: bladder urothelial cell-3m","1150_FACS 3m",7
"1152--skin: basal cell of epidermis-3m","1152_FACS 3m",29
"1153--fat: endothelial cell-3m","1153_FACS 3m",28
"1156--skin: keratinocyte stem cell-3m","1156_FACS 3m",30
"1159--lung: lung endothelial cell-3m","1159_FACS 3m",12
"1162--marrow: granulocyte-3m","1162_FACS 3m",14
"1164--brain_non-myeloid: astrocyte-3m","1164_FACS 3m",14
"1168--fat: T cell-3m","1168_FACS 3m",23
"1171--large_intestine: epithelial cell of large intestine-3m","1171_FACS 3m",20
"1173--tongue: keratinocyte-3m","1173_FACS 3m",2
"1175--brain_non-myeloid: brain pericyte-3m","1175_FACS 3m",26
"1176--kidney: kidney collecting duct epithelial cell-3m","1176_FACS 3m",29
"1180--tongue: basal cell of epidermis-3m","1180_FACS 3m",7
"1181--skin: epidermal cell-3m","1181_FACS 3m",2
"1183--brain_non-myeloid: oligodendrocyte precursor cell-3m","1183_FACS 3m",4
"1184--heart: myofibroblast cell-3m","1184_FACS 3m",26
"1185--kidney: endothelial cell-3m","1185_FACS 3m",12
"1190--liver: endothelial cell of hepatic sinusoid-3m","1190_FACS 3m",12
"1193--heart: endocardial cell-3m","1193_FACS 3m",30
"1195--lung: lung endothelial cell-3m","1195_FACS 3m",30
"1197--lung: lung endothelial cell-3m","1197_FACS 3m",30
"1200--tongue: keratinocyte-3m","1200_FACS 3m",2
